CustomerSK,Recency,Frequency,Monetary,Segment,SegmentName
1424,1018,1,354982.72,0,Inactive Customers
1426,50,1,382220.52,3,Potential Returning Customers
1427,837,2,853493.86,2,Loyal Customers
1429,1256,1,408981.28,0,Inactive Customers
1432,1306,1,309826.5,0,Inactive Customers
1434,160,2,635579.61,2,Loyal Customers
1436,1329,1,384476.49,0,Inactive Customers
1437,1022,2,576941.34,2,Loyal Customers
1440,1019,1,406416.02,0,Inactive Customers
1443,174,1,292631.96,3,Potential Returning Customers
1444,548,1,394395.22,3,Potential Returning Customers
1448,666,1,501849.63,3,Potential Returning Customers
1450,292,2,920108.51,2,Loyal Customers
1452,450,1,413925.53,3,Potential Returning Customers
1454,180,1,427458.44,3,Potential Returning Customers
1456,152,2,727283.16,2,Loyal Customers
1459,893,1,578710.77,0,Inactive Customers
1462,22,1,492806.25,3,Potential Returning Customers
1464,294,3,1377781.58,1,VIP Customers
1467,253,1,460374.05,3,Potential Returning Customers
1468,60,1,280757.51,3,Potential Returning Customers
1469,489,1,473365.71,3,Potential Returning Customers
1470,102,4,1947024.29,1,VIP Customers
1471,1099,1,448918.67,0,Inactive Customers
1473,28,2,716151.8,2,Loyal Customers
1475,529,1,210639.98,3,Potential Returning Customers
1476,822,1,637919.55,0,Inactive Customers
1480,800,1,453277.91,0,Inactive Customers
1481,246,2,670043.88,2,Loyal Customers
1483,1276,1,443703.03,0,Inactive Customers
1487,298,2,891694.22,2,Loyal Customers
1489,1028,1,565163.09,0,Inactive Customers
1490,576,1,508536.57,3,Potential Returning Customers
1491,155,2,946993.41,2,Loyal Customers
1496,786,2,698536.27,2,Loyal Customers
1497,1282,1,504002.93,0,Inactive Customers
1498,1198,1,464440.09,0,Inactive Customers
1501,1347,1,451875.72,0,Inactive Customers
1502,37,1,441428.05,3,Potential Returning Customers
1508,328,2,737678.19,2,Loyal Customers
1511,26,1,458830.07,3,Potential Returning Customers
1513,846,1,363821.39,0,Inactive Customers
1515,150,2,822094.1,2,Loyal Customers
1517,885,2,427550.5,0,Inactive Customers
1523,878,1,569526.44,0,Inactive Customers
1525,613,1,420978.75,3,Potential Returning Customers
1529,588,1,421632.69,3,Potential Returning Customers
1530,607,1,308807.05,3,Potential Returning Customers
1531,423,1,386252.06,3,Potential Returning Customers
1534,248,1,284745.29,3,Potential Returning Customers
1536,265,1,277551.36,3,Potential Returning Customers
1538,154,1,420287,3,Potential Returning Customers
1541,109,1,567847.87,3,Potential Returning Customers
1544,911,1,373643.57,0,Inactive Customers
1546,339,1,341106.51,3,Potential Returning Customers
1548,146,3,1199174.88,1,VIP Customers
1550,1307,1,572490.71,0,Inactive Customers
1554,1119,1,222670.51,0,Inactive Customers
1556,841,1,504945.2,0,Inactive Customers
1557,127,1,340877.27,3,Potential Returning Customers
1558,353,2,815691.2,2,Loyal Customers
1559,1213,1,423118.87,0,Inactive Customers
1560,1073,1,523838.29,0,Inactive Customers
1566,566,1,356512.52,3,Potential Returning Customers
1571,805,2,840167.81,2,Loyal Customers
1572,858,1,457449.48,0,Inactive Customers
1574,731,1,366847.32,0,Inactive Customers
1575,1143,1,450527.74,0,Inactive Customers
1576,636,1,478639.7,3,Potential Returning Customers
1579,202,1,498965.83,3,Potential Returning Customers
1580,615,1,233543.55,3,Potential Returning Customers
1582,202,1,427208.3,3,Potential Returning Customers
1583,1367,1,453697.52,0,Inactive Customers
1585,364,2,977572.54,2,Loyal Customers
1586,510,2,846075.26,2,Loyal Customers
1587,989,1,519443.93,0,Inactive Customers
1588,61,2,862387.24,2,Loyal Customers
1589,295,2,825450.89,2,Loyal Customers
1591,481,1,370087.12,3,Potential Returning Customers
1593,622,2,507433.8,2,Loyal Customers
1597,1405,1,377808.07,0,Inactive Customers
1598,387,1,332448.36,3,Potential Returning Customers
1602,1244,1,473441.22,0,Inactive Customers
1603,644,3,1647543.05,1,VIP Customers
1604,404,1,307526.07,3,Potential Returning Customers
1605,13,1,398641.89,3,Potential Returning Customers
1608,295,1,336190.89,3,Potential Returning Customers
1611,1195,1,279785.4,0,Inactive Customers
1613,479,1,467135.83,3,Potential Returning Customers
1614,1052,1,488228.41,0,Inactive Customers
1616,375,1,523024.05,3,Potential Returning Customers
1617,1200,1,486062.93,0,Inactive Customers
1618,176,1,286815.11,3,Potential Returning Customers
1619,371,1,355391.88,3,Potential Returning Customers
1620,786,2,824501.9,2,Loyal Customers
1623,1315,1,437761.28,0,Inactive Customers
1629,968,1,461597.32,0,Inactive Customers
1633,707,1,345598.64,3,Potential Returning Customers
1637,713,2,661112.24,2,Loyal Customers
1638,162,1,637396.32,3,Potential Returning Customers
1640,114,1,454745.41,3,Potential Returning Customers
1641,373,1,413641.76,3,Potential Returning Customers
1643,660,1,313851.04,3,Potential Returning Customers
1644,132,2,804744.42,2,Loyal Customers
1645,1259,1,546800.59,0,Inactive Customers
1646,52,3,1208500.46,1,VIP Customers
1647,576,2,749494.61,2,Loyal Customers
1650,49,1,441810.24,3,Potential Returning Customers
1652,662,1,382113.79,3,Potential Returning Customers
1653,1069,1,423022.13,0,Inactive Customers
1658,343,2,762462.87,2,Loyal Customers
1659,598,1,215726.66,3,Potential Returning Customers
1661,689,3,1256205.32,1,VIP Customers
1662,1273,1,328224.48,0,Inactive Customers
1663,1071,1,402016.8,0,Inactive Customers
1666,575,1,288343.47,3,Potential Returning Customers
1668,155,3,1449963.62,1,VIP Customers
1670,1119,1,492188.56,0,Inactive Customers
1671,382,2,898777.46,2,Loyal Customers
1672,338,1,371777.56,3,Potential Returning Customers
1673,59,2,642329.4,2,Loyal Customers
1674,946,1,273337.18,0,Inactive Customers
1676,972,1,313358.24,0,Inactive Customers
1680,885,2,796648.65,2,Loyal Customers
1686,71,2,832905.9,2,Loyal Customers
1688,1320,1,428091.43,0,Inactive Customers
1696,184,2,834907.44,2,Loyal Customers
1699,941,1,409815.34,0,Inactive Customers
1707,6,2,1013714.46,2,Loyal Customers
1708,327,1,386068.17,3,Potential Returning Customers
1709,1099,1,335598.18,0,Inactive Customers
1710,326,2,910618.24,2,Loyal Customers
1711,469,2,882535.1,2,Loyal Customers
1712,1412,1,189020.65,0,Inactive Customers
1713,1131,1,224833.09,0,Inactive Customers
1714,530,2,755866.69,2,Loyal Customers
1715,264,1,386967.6,3,Potential Returning Customers
1716,1195,1,343763.49,0,Inactive Customers
1717,1199,1,604123.23,0,Inactive Customers
1718,609,1,504084.42,3,Potential Returning Customers
1722,1102,1,463894.29,0,Inactive Customers
1725,6,1,491899.29,3,Potential Returning Customers
1726,312,1,383889.34,3,Potential Returning Customers
1727,371,1,392641.47,3,Potential Returning Customers
1729,87,3,938738.89,1,VIP Customers
1730,100,2,617492.98,2,Loyal Customers
1731,538,3,1437300.59,1,VIP Customers
1732,550,1,561098.09,3,Potential Returning Customers
1733,437,1,420753.7,3,Potential Returning Customers
1736,856,1,386498.49,0,Inactive Customers
1737,1172,1,396115.35,0,Inactive Customers
1742,466,2,922905.89,2,Loyal Customers
1743,360,1,459699.7,3,Potential Returning Customers
1744,595,1,350645.3,3,Potential Returning Customers
1745,252,1,489295.12,3,Potential Returning Customers
1746,901,1,571305.73,0,Inactive Customers
1748,154,1,408912.56,3,Potential Returning Customers
1749,833,1,367175.5,0,Inactive Customers
1754,1302,1,444234.94,0,Inactive Customers
1755,916,1,458500.73,0,Inactive Customers
1756,658,1,489575.66,3,Potential Returning Customers
1758,637,2,1211103.17,2,Loyal Customers
1761,900,2,861279.43,2,Loyal Customers
1766,143,1,480348.83,3,Potential Returning Customers
1768,598,1,414188.63,3,Potential Returning Customers
1769,830,2,972879.56,2,Loyal Customers
1770,866,2,669327.3,2,Loyal Customers
1771,227,1,386502.86,3,Potential Returning Customers
1775,628,1,423511.24,3,Potential Returning Customers
1776,224,1,429176.71,3,Potential Returning Customers
1782,95,1,473278.8,3,Potential Returning Customers
1784,46,1,331537.32,3,Potential Returning Customers
1787,987,1,325405.65,0,Inactive Customers
1789,1073,1,284444.31,0,Inactive Customers
1793,1307,1,562775.37,0,Inactive Customers
1796,297,1,521235.2,3,Potential Returning Customers
1798,426,2,916114.6,2,Loyal Customers
1800,769,2,823958.69,2,Loyal Customers
1804,864,2,702764.53,2,Loyal Customers
1806,161,2,907744.91,2,Loyal Customers
1807,476,1,443618.04,3,Potential Returning Customers
1810,1251,1,397457.78,0,Inactive Customers
1811,235,2,959847.88,2,Loyal Customers
1813,1274,1,589549.01,0,Inactive Customers
1816,1255,1,418682.48,0,Inactive Customers
1820,1262,1,369203.42,0,Inactive Customers
1821,1089,1,411586.42,0,Inactive Customers
1822,12,3,1357936.99,1,VIP Customers
1824,761,1,210977.4,0,Inactive Customers
1826,1110,1,379250.04,0,Inactive Customers
1828,533,1,480039.57,3,Potential Returning Customers
1829,249,1,513138.74,3,Potential Returning Customers
1832,916,1,435576.81,0,Inactive Customers
1834,547,1,542036.98,3,Potential Returning Customers
1836,1334,1,424279.91,0,Inactive Customers
1840,1096,1,472251.43,0,Inactive Customers
1842,7,2,932145.95,2,Loyal Customers
1843,594,1,368836.65,3,Potential Returning Customers
1844,38,2,934776.47,2,Loyal Customers
1845,432,3,1483191.46,1,VIP Customers
1849,403,1,499005.6,3,Potential Returning Customers
1851,223,1,530234.15,3,Potential Returning Customers
1853,1133,1,302217.2,0,Inactive Customers
1854,851,2,836359.13,2,Loyal Customers
1855,430,1,311059.76,3,Potential Returning Customers
1859,777,1,361796.41,0,Inactive Customers
1860,125,1,560663.05,3,Potential Returning Customers
1861,1108,1,395170.87,0,Inactive Customers
1862,776,3,1432876.46,1,VIP Customers
1866,477,2,906460.83,2,Loyal Customers
1867,1149,1,430576.53,0,Inactive Customers
1869,1241,1,295919.83,0,Inactive Customers
1870,303,1,440931.69,3,Potential Returning Customers
1871,1187,1,433550.27,0,Inactive Customers
1872,967,1,584138.78,0,Inactive Customers
1873,1309,1,477293.84,0,Inactive Customers
1874,369,2,915942.65,2,Loyal Customers
1877,255,2,694196.44,2,Loyal Customers
1878,189,1,556317.41,3,Potential Returning Customers
1879,626,2,994486.05,2,Loyal Customers
1880,83,2,875777.08,2,Loyal Customers
1882,1179,1,443660.12,0,Inactive Customers
1883,1138,1,376014.94,0,Inactive Customers
1884,699,2,853232.64,2,Loyal Customers
1886,86,1,405800.71,3,Potential Returning Customers
1887,229,2,775143.47,2,Loyal Customers
1888,1165,1,462133.59,0,Inactive Customers
1892,1246,1,486243,0,Inactive Customers
1893,793,1,397570.68,0,Inactive Customers
1898,319,1,488397.21,3,Potential Returning Customers
1901,228,2,831890.62,2,Loyal Customers
1903,172,1,535270.26,3,Potential Returning Customers
1909,1202,2,827934.84,2,Loyal Customers
1912,173,1,439083.99,3,Potential Returning Customers
1913,155,1,536638.94,3,Potential Returning Customers
1918,1338,1,318467.92,0,Inactive Customers
1919,359,1,389707.72,3,Potential Returning Customers
1921,293,1,292380.07,3,Potential Returning Customers
1922,88,2,902430.87,2,Loyal Customers
1923,560,2,1047056.18,2,Loyal Customers
1928,656,1,679024.81,3,Potential Returning Customers
1929,452,1,536091.2,3,Potential Returning Customers
1931,568,1,524520.68,3,Potential Returning Customers
1933,253,1,385807.64,3,Potential Returning Customers
1936,61,1,395240.87,3,Potential Returning Customers
1938,969,2,854560.36,2,Loyal Customers
1944,288,1,282653.33,3,Potential Returning Customers
1949,1335,1,332594.58,0,Inactive Customers
1952,619,1,490236.09,3,Potential Returning Customers
1955,257,3,1184145.5,1,VIP Customers
1956,480,1,434053.19,3,Potential Returning Customers
1957,183,1,565912.9,3,Potential Returning Customers
1962,359,1,345796.93,3,Potential Returning Customers
1964,706,1,392558,3,Potential Returning Customers
1965,83,1,497722.52,3,Potential Returning Customers
1967,1041,2,436454.74,0,Inactive Customers
1971,1252,1,385290.8,0,Inactive Customers
1973,1292,1,418264.8,0,Inactive Customers
1975,231,2,842183.36,2,Loyal Customers
1976,922,1,401692,0,Inactive Customers
1977,239,2,997205.55,2,Loyal Customers
1978,473,1,657378.45,3,Potential Returning Customers
1982,1040,2,895258.57,2,Loyal Customers
1987,1044,1,384529.98,0,Inactive Customers
1988,891,1,330167.75,0,Inactive Customers
1989,743,1,548297.46,0,Inactive Customers
1992,371,3,1187907.9,1,VIP Customers
2000,800,1,513138.94,0,Inactive Customers
2004,281,1,609279.27,3,Potential Returning Customers
2005,674,2,810337.78,2,Loyal Customers
2009,187,2,752064.65,2,Loyal Customers
2010,610,1,545608.03,3,Potential Returning Customers
2011,1158,1,426131.56,0,Inactive Customers
2013,24,1,291605.14,3,Potential Returning Customers
2016,340,1,429667.67,3,Potential Returning Customers
2017,474,1,508589.39,3,Potential Returning Customers
2019,613,2,948142.5,2,Loyal Customers
2022,660,1,295491.14,3,Potential Returning Customers
2025,1184,1,426939.24,0,Inactive Customers
2032,931,1,439657.03,0,Inactive Customers
2038,607,2,942498.82,2,Loyal Customers
2040,998,1,369033.14,0,Inactive Customers
2041,1402,1,404595.1,0,Inactive Customers
2043,900,2,562091.26,2,Loyal Customers
2046,1396,1,361903.74,0,Inactive Customers
2047,609,1,389305.14,3,Potential Returning Customers
2048,125,1,412211.95,3,Potential Returning Customers
2049,288,2,1054606.73,2,Loyal Customers
2054,78,1,313645.29,3,Potential Returning Customers
2057,1056,1,385660.85,0,Inactive Customers
2058,617,2,741281.19,2,Loyal Customers
2059,623,1,575000.47,3,Potential Returning Customers
2061,353,1,760442.35,3,Potential Returning Customers
2063,157,1,405049.04,3,Potential Returning Customers
2066,481,2,1108049.02,2,Loyal Customers
2067,741,1,578015.79,0,Inactive Customers
2070,1128,1,495374.14,0,Inactive Customers
2071,943,1,488038.78,0,Inactive Customers
2075,217,1,375490.87,3,Potential Returning Customers
2077,1259,1,365539.97,0,Inactive Customers
2081,23,1,412552.37,3,Potential Returning Customers
2082,797,1,363117.78,0,Inactive Customers
2085,19,1,721132.34,3,Potential Returning Customers
2086,963,1,390022.95,0,Inactive Customers
2093,498,1,319283.04,3,Potential Returning Customers
2095,1326,1,400903.88,0,Inactive Customers
2097,388,1,493081.88,3,Potential Returning Customers
2099,971,1,391169.49,0,Inactive Customers
2103,68,1,390232.41,3,Potential Returning Customers
2104,1013,2,900414.15,2,Loyal Customers
2105,1168,1,354516.95,0,Inactive Customers
2106,364,1,261603.92,3,Potential Returning Customers
2107,142,1,432407.52,3,Potential Returning Customers
2108,1318,1,480437.67,0,Inactive Customers
2111,134,1,381822.5,3,Potential Returning Customers
2112,469,2,929294.4,2,Loyal Customers
2118,402,1,328026.41,3,Potential Returning Customers
2122,1400,1,328490.07,0,Inactive Customers
2124,1004,1,343008.07,0,Inactive Customers
2126,1213,1,318737.71,0,Inactive Customers
2133,589,1,330927.84,3,Potential Returning Customers
2134,251,1,644835.44,3,Potential Returning Customers
2137,294,2,835042.8,2,Loyal Customers
2142,430,1,387811.55,3,Potential Returning Customers
2143,1040,1,530188.94,0,Inactive Customers
2144,426,2,812355.49,2,Loyal Customers
2145,54,1,380075.17,3,Potential Returning Customers
2147,432,1,469077.2,3,Potential Returning Customers
2149,43,3,1008054.64,1,VIP Customers
2150,871,2,785799.48,2,Loyal Customers
2154,279,1,428801.15,3,Potential Returning Customers
2155,1289,1,538844.54,0,Inactive Customers
2156,754,1,385394.7,0,Inactive Customers
2157,302,1,596735.59,3,Potential Returning Customers
2158,1316,2,850556.22,2,Loyal Customers
2159,1189,1,397333.34,0,Inactive Customers
2161,214,1,452665.43,3,Potential Returning Customers
2163,166,1,453966.74,3,Potential Returning Customers
2164,1141,1,440207.24,0,Inactive Customers
2166,1171,1,306191.62,0,Inactive Customers
2174,922,1,433550.65,0,Inactive Customers
2177,593,1,381225.76,3,Potential Returning Customers
2178,915,1,614036.91,0,Inactive Customers
2181,62,1,480419.75,3,Potential Returning Customers
2183,469,2,808517.36,2,Loyal Customers
2185,1229,1,323946.65,0,Inactive Customers
2187,909,1,358001.24,0,Inactive Customers
2190,555,2,840294.11,2,Loyal Customers
2191,902,1,249066.84,0,Inactive Customers
2195,213,1,335828.27,3,Potential Returning Customers
2197,282,1,443761.9,3,Potential Returning Customers
2198,1138,1,308723.59,0,Inactive Customers
2205,557,1,391615.54,3,Potential Returning Customers
2207,501,2,914969.96,2,Loyal Customers
2209,719,1,416936.44,3,Potential Returning Customers
2210,660,2,806785.07,2,Loyal Customers
2211,249,1,470403.29,3,Potential Returning Customers
2215,164,1,316401.67,3,Potential Returning Customers
2216,349,1,543728.47,3,Potential Returning Customers
2218,783,2,796362.03,2,Loyal Customers
2219,740,1,273810.63,0,Inactive Customers
2221,1405,1,446912.7,0,Inactive Customers
2223,591,1,288308.64,3,Potential Returning Customers
2224,1362,1,497159.72,0,Inactive Customers
2230,32,1,718094.89,3,Potential Returning Customers
2232,928,2,867623.23,2,Loyal Customers
2233,435,1,488947.5,3,Potential Returning Customers
2234,1031,1,511019.98,0,Inactive Customers
2235,915,1,492654,0,Inactive Customers
2236,163,1,536118.54,3,Potential Returning Customers
2237,308,2,644381.97,2,Loyal Customers
2238,218,2,595440.72,2,Loyal Customers
2239,633,1,370662.21,3,Potential Returning Customers
2240,570,1,456716.28,3,Potential Returning Customers
2241,1104,1,302228.32,0,Inactive Customers
2242,396,3,1448674.58,1,VIP Customers
2244,353,2,706997.11,2,Loyal Customers
2246,323,2,779490.76,2,Loyal Customers
2254,1076,2,952118.44,2,Loyal Customers
2256,1386,1,455655.31,0,Inactive Customers
2257,497,2,762481.21,2,Loyal Customers
2260,619,2,998447.04,2,Loyal Customers
2261,1260,1,432961.84,0,Inactive Customers
2263,818,1,447185.8,0,Inactive Customers
2265,688,1,429807.5,3,Potential Returning Customers
2266,1171,1,471519.46,0,Inactive Customers
2268,246,2,1021919.28,2,Loyal Customers
2272,125,2,707478.65,2,Loyal Customers
2276,554,2,686939.58,2,Loyal Customers
2278,569,1,441388.94,3,Potential Returning Customers
2280,1041,1,445574.95,0,Inactive Customers
2282,987,1,483730.78,0,Inactive Customers
2286,783,1,504967.47,0,Inactive Customers
2290,1288,1,260810.94,0,Inactive Customers
2291,1243,1,425444.58,0,Inactive Customers
2294,645,2,832745.19,2,Loyal Customers
2296,50,3,1647933.06,1,VIP Customers
2303,1234,1,255483,0,Inactive Customers
2304,72,1,372265.78,3,Potential Returning Customers
2307,1052,1,296897.21,0,Inactive Customers
2308,231,2,592133.73,2,Loyal Customers
2310,434,1,388942.14,3,Potential Returning Customers
2312,81,1,244021.61,3,Potential Returning Customers
2315,1305,1,238929.71,0,Inactive Customers
2316,239,1,412590.35,3,Potential Returning Customers
2319,390,1,366280.87,3,Potential Returning Customers
2320,956,2,917644.8,2,Loyal Customers
2323,657,1,453680.4,3,Potential Returning Customers
2324,1068,1,398335.74,0,Inactive Customers
2325,948,2,693881.04,2,Loyal Customers
2326,1417,1,268179.31,0,Inactive Customers
2328,397,2,844867.81,2,Loyal Customers
2329,21,4,1839913.27,1,VIP Customers
2331,915,1,441177.9,0,Inactive Customers
2333,996,2,658045.49,2,Loyal Customers
2337,291,1,392563.38,3,Potential Returning Customers
2338,215,1,445553.26,3,Potential Returning Customers
2339,538,2,811708.53,2,Loyal Customers
2343,1206,1,507741.69,0,Inactive Customers
2346,617,2,775805.71,2,Loyal Customers
2348,325,2,711519.74,2,Loyal Customers
2349,827,1,525164.26,0,Inactive Customers
2350,332,1,298836.7,3,Potential Returning Customers
2351,441,1,518041.55,3,Potential Returning Customers
2356,570,2,966952.08,2,Loyal Customers
2357,114,2,756221.76,2,Loyal Customers
2361,30,2,598601.75,2,Loyal Customers
2362,1204,1,473330.5,0,Inactive Customers
2364,415,2,926004.81,2,Loyal Customers
2366,904,1,317845.78,0,Inactive Customers
2367,1082,1,476214.26,0,Inactive Customers
2369,611,1,514086.65,3,Potential Returning Customers
2374,478,1,323831.51,3,Potential Returning Customers
2375,1147,1,495665.13,0,Inactive Customers
2376,238,1,530679.09,3,Potential Returning Customers
2377,528,2,898208.3,2,Loyal Customers
2380,371,1,335596.36,3,Potential Returning Customers
2381,207,2,944616.92,2,Loyal Customers
2382,1336,1,420321.62,0,Inactive Customers
2386,996,1,509481.66,0,Inactive Customers
2389,942,2,754960.26,2,Loyal Customers
2390,622,2,880996.58,2,Loyal Customers
2392,917,1,418951.52,0,Inactive Customers
2396,432,1,253656.18,3,Potential Returning Customers
2397,14,1,206591.23,3,Potential Returning Customers
2398,211,1,498106.94,3,Potential Returning Customers
2402,1371,1,459837.25,0,Inactive Customers
2404,398,1,340762.21,3,Potential Returning Customers
2405,620,1,370165.69,3,Potential Returning Customers
2406,739,1,591279.19,0,Inactive Customers
2407,284,2,912589.31,2,Loyal Customers
2411,1112,1,490899.67,0,Inactive Customers
2413,497,1,443727.03,3,Potential Returning Customers
2414,1148,1,242494.23,0,Inactive Customers
2415,594,1,478211.09,3,Potential Returning Customers
2416,201,1,336453.1,3,Potential Returning Customers
2418,440,1,494768.75,3,Potential Returning Customers
2420,818,1,508004.89,0,Inactive Customers
2421,412,2,868359.08,2,Loyal Customers
2422,965,1,331220.9,0,Inactive Customers
2424,388,1,390731.46,3,Potential Returning Customers
2429,1230,1,440123.6,0,Inactive Customers
2430,1103,1,371531.58,0,Inactive Customers
2431,902,1,571370.47,0,Inactive Customers
2432,849,2,1111963.29,2,Loyal Customers
2436,638,1,455183.8,3,Potential Returning Customers
2437,1349,1,479854.47,0,Inactive Customers
2439,648,2,766674.86,2,Loyal Customers
2440,1280,1,495370.75,0,Inactive Customers
2441,32,1,442150.9,3,Potential Returning Customers
2445,289,2,904343.75,2,Loyal Customers
2447,1004,1,378455.9,0,Inactive Customers
2448,481,1,363096.84,3,Potential Returning Customers
2449,372,1,414639.53,3,Potential Returning Customers
2451,194,2,752803.89,2,Loyal Customers
2455,1315,1,286566.14,0,Inactive Customers
2458,98,1,380625.66,3,Potential Returning Customers
2460,542,1,371678.37,3,Potential Returning Customers
2461,680,1,331211.18,3,Potential Returning Customers
2463,611,1,717679.19,3,Potential Returning Customers
2470,1218,1,576546.57,0,Inactive Customers
2472,28,2,754901.51,2,Loyal Customers
2476,1390,1,606799.19,0,Inactive Customers
2477,168,1,433922.52,3,Potential Returning Customers
2479,648,1,325546.53,3,Potential Returning Customers
2484,419,2,811869.41,2,Loyal Customers
2486,1313,1,509347.16,0,Inactive Customers
2487,496,2,765371.68,2,Loyal Customers
2492,1344,1,442763.04,0,Inactive Customers
2497,902,1,487865.26,0,Inactive Customers
2498,188,1,446711.26,3,Potential Returning Customers
2501,928,1,530190.43,0,Inactive Customers
2502,1142,1,307963.52,0,Inactive Customers
2504,1339,1,422566.24,0,Inactive Customers
2505,591,1,362460.34,3,Potential Returning Customers
2506,944,1,275078.16,0,Inactive Customers
2514,816,1,470122.25,0,Inactive Customers
2515,910,1,491569.08,0,Inactive Customers
2518,377,2,1000473.87,2,Loyal Customers
2519,1099,1,438347.87,0,Inactive Customers
2521,414,1,343208.63,3,Potential Returning Customers
2522,1160,1,355928.32,0,Inactive Customers
2526,242,1,317178.75,3,Potential Returning Customers
2529,867,2,976126.67,2,Loyal Customers
2531,263,1,395317.31,3,Potential Returning Customers
2532,556,1,532393.84,3,Potential Returning Customers
2533,261,1,310052.35,3,Potential Returning Customers
2537,222,2,705761.09,2,Loyal Customers
2538,951,1,447788.46,0,Inactive Customers
2541,152,1,323306.08,3,Potential Returning Customers
2543,560,2,808192.16,2,Loyal Customers
2547,950,2,969573.9,2,Loyal Customers
2548,445,1,328242.65,3,Potential Returning Customers
2549,716,1,349339.52,3,Potential Returning Customers
2554,647,1,276331.99,3,Potential Returning Customers
2558,1125,1,448286.37,0,Inactive Customers
2561,1073,1,407231.28,0,Inactive Customers
2563,1251,1,394146.59,0,Inactive Customers
2564,271,1,351066.58,3,Potential Returning Customers
2565,606,1,468553.11,3,Potential Returning Customers
2566,627,1,358072.63,3,Potential Returning Customers
2568,381,1,319135.34,3,Potential Returning Customers
2569,88,1,388017.8,3,Potential Returning Customers
2573,519,2,930584.78,2,Loyal Customers
2574,887,2,758782.38,2,Loyal Customers
2576,1289,1,579461.33,0,Inactive Customers
2580,925,1,469292.18,0,Inactive Customers
2581,1334,1,368938.24,0,Inactive Customers
2584,956,1,578369.75,0,Inactive Customers
2586,363,1,358257.48,3,Potential Returning Customers
2588,912,1,500884.36,0,Inactive Customers
2590,658,1,326496.14,3,Potential Returning Customers
2592,1305,1,413332.44,0,Inactive Customers
2594,499,1,713173.59,3,Potential Returning Customers
2597,680,1,458894.8,3,Potential Returning Customers
2599,84,2,839458.63,2,Loyal Customers
2602,1317,1,277435.89,0,Inactive Customers
2605,1195,1,453851.54,0,Inactive Customers
2609,747,1,480057.17,0,Inactive Customers
2614,723,1,347678.09,3,Potential Returning Customers
2624,537,1,362067.75,3,Potential Returning Customers
2626,857,1,465112.04,0,Inactive Customers
2627,440,1,370244.06,3,Potential Returning Customers
2630,964,1,314768.61,0,Inactive Customers
2631,1290,1,482038.86,0,Inactive Customers
2633,10,2,854883.69,2,Loyal Customers
2635,85,1,493524.75,3,Potential Returning Customers
2636,275,1,351925.39,3,Potential Returning Customers
2637,795,1,389483.12,0,Inactive Customers
2638,1049,1,356794.3,0,Inactive Customers
2639,182,3,1048658.71,1,VIP Customers
2640,1168,1,386992.46,0,Inactive Customers
2641,389,1,446556.37,3,Potential Returning Customers
2642,273,1,399865.06,3,Potential Returning Customers
2643,129,1,528009.56,3,Potential Returning Customers
2644,1356,1,438099.79,0,Inactive Customers
2648,1006,1,333982.52,0,Inactive Customers
2650,1011,1,266841.63,0,Inactive Customers
2658,89,2,1095208.45,2,Loyal Customers
2660,653,1,498918.58,3,Potential Returning Customers
2662,1117,1,391398.37,0,Inactive Customers
2667,1215,1,408779.53,0,Inactive Customers
2668,855,2,851659.91,2,Loyal Customers
2669,32,1,468806.43,3,Potential Returning Customers
2673,139,1,251156.48,3,Potential Returning Customers
2675,1347,1,320925.74,0,Inactive Customers
2676,1,2,787767.14,2,Loyal Customers
2681,1358,2,887549.73,2,Loyal Customers
2687,83,2,1059434.45,2,Loyal Customers
2688,1316,1,445606.81,0,Inactive Customers
2689,124,1,416305.48,3,Potential Returning Customers
2690,302,1,491636.92,3,Potential Returning Customers
2691,1115,1,652151.46,0,Inactive Customers
2694,874,2,880450.24,2,Loyal Customers
2699,546,1,377062.52,3,Potential Returning Customers
2703,301,3,1305426.68,1,VIP Customers
2705,799,2,840929.51,2,Loyal Customers
2709,108,1,288461.95,3,Potential Returning Customers
2711,478,1,337850.65,3,Potential Returning Customers
2712,169,2,930614.94,2,Loyal Customers
2713,647,2,537823.18,2,Loyal Customers
2715,771,1,408784.76,0,Inactive Customers
2716,316,1,359770.54,3,Potential Returning Customers
2720,206,2,661626.01,2,Loyal Customers
2722,175,1,389192.98,3,Potential Returning Customers
2728,217,1,481664.62,3,Potential Returning Customers
2732,1237,1,489843.35,0,Inactive Customers
2733,224,1,348890.46,3,Potential Returning Customers
2734,236,1,501019.83,3,Potential Returning Customers
2735,341,3,1187884.85,1,VIP Customers
2736,890,2,775718.49,2,Loyal Customers
2738,1408,1,402145.94,0,Inactive Customers
2740,332,1,534033.83,3,Potential Returning Customers
2741,590,1,489830.38,3,Potential Returning Customers
2742,42,3,1207016.33,1,VIP Customers
2744,18,1,338533.5,3,Potential Returning Customers
2745,1309,1,409526.34,0,Inactive Customers
2746,230,1,423452.7,3,Potential Returning Customers
2754,522,2,1087296.6,2,Loyal Customers
2758,435,2,822131.25,2,Loyal Customers
2759,1298,1,365546.29,0,Inactive Customers
2760,1347,1,629206.87,0,Inactive Customers
2763,605,1,455174.52,3,Potential Returning Customers
2764,768,1,403796.48,0,Inactive Customers
2766,1098,1,351949.63,0,Inactive Customers
2771,1175,1,306622.98,0,Inactive Customers
2772,603,2,737179.58,2,Loyal Customers
